way,succession,sing,afterthought,dream,underneath
who,sweet-shop,snow,announcement,drawn,successful
Why,tambourine,soak,eye-catching,Divya,sharpening
won,telephonic,soap,leaf-fringed,diary,scavenging
www,themselves,soft,advertisement,death,repeatedly
Yes,throughout,sold,Encyclopaedia,David,remarkably
Yew,toy-vendor,spot,investigation,Daisy,protection
you,understood,stem,amber-coloured,crops,profession
able,Vishvanath,stop,disappearances,clown,privileged
ache,visibility,sure,whistling-thrush,clock,prevention
aged,worshipper,sway,,clean,prescribed
also,worthwhile,tail,,chase,photograph
army,competition,team,,cause,patriotism
aunt,description,till,,canal,particular
away,desperation,unit,,bring,meaningful
back,down-stairs,urge,,being,indulgence
ball,grandfather,Usha,,Bates,graduating
been,grandmother,verb,,batch,generosity
blue,gulab-jamun,wall,,avoid,friendship
Book,imagination,warm,,anger,fertilizer
both,instruction,wild,,allow,experience
Bunk,investigate,wind,,alive,difference
burn,unconscious,wood,,aimed,determined
busy,unhappiness,writ,,adult,delivering
cake,affectionate,yard,,abuse,courageous
call,considerable,above,,within,constantly
calm,conversation,along,,unkind,conference
came,grammar bank,apart,,toiled,commercial
cell,hopelessness,apply,,ticket,boundaries
chip,Marapanhalli,beach,,throat,basketball
clue,nevertheless,begun,,target,appreciate
code,relationship,Binya,,summer,appearance
coin,supplementary,black,,suffix,addressing
come,water-carrier,blast,,strife,waterlogged
cook,merry-go-round,broke,,strict,something's
copy,daughters-in-law,build,,stress,Self-esteem
cost,self-examination,catch,,stitch,responsible
Date,,cheek,,speech,resourceful
deal,,choke,,social,preposition
dear,,clear,,slaved,performance
deep,,cliff,,skills,nonsensical
died,,cloud,,simple,nationality
does,,coach,,sexual,Madhusudhan
done,,crate,,select,intolerance
down,,crime,,scheme,interactive
drag,,decay,,sailor,intelligent
draw,,dense,,ribbon,inessential
drew,,dirty,,review,imaginative
drop,,doubt,,remove,illuminated
each,,drank,,refuse,helpfulness
earn,,drier,,rained,forgiveness
even,,dwelt,,racial,distinguish
ever,,eerie,,puzzle,disagreeing
exam,,empty,,praise,destruction
face,,event,,poster,cooperative
fair,,faint,,polite,convocation
fast,,ferny,,person,contributed
feel,,first,,number,contemplate
feet,,force,,nature,consumerism
fell,,frame,,narrow,consequence
felt,,furry,,myself,complaining
fill,,ghost,,master,competitive
flee,,goods,,loving,communicate
food,,grass,,loosen,accountable
form,,grove,,locals,unacceptable
four,,heavy,,living,Self-control
free,,Iniya,,leader,perseverance
from,,Jabez,,kindly,Nungambakkam
full,,Jones,,Julian,irrespective
game,,knock,,judged,intervention
gave,,known,,Joyful,increasingly
gift,,large,,itself,faithfulness
girl,,leapt,,issues,experiencing
give,,least,,inches,enthusiastic
glow,,light,,impact,discriminate
goes,,lower,,hurdle,disagreement
gold,,March,,hunger,disadvantage
gone,,might,,humble,participating
grew,,mochi,,height,neighbourhood
gull,,month,,having,interpersonal
hand,,Nalan,,grieve,international
hang,,noise,,giving,inappropriate
hard,,North,,gently,dependability
hate,,novel,,formal,concentrating
have,,ocean,,forces,compassionate
head,,often,,fellow,communication
heap,,older,,facing,Self-awareness
hear,,pitch,,erring,interconnected
held,,plane,,engulf,indiscriminate
help,,plant,,endure,administration
here,,point,,emerge,proportionately
high,,pound,,either,environmentalist
hold,,prove,,Edward,
holy,,quiet,,divide,
home,,quote,,detail,
hood,,range,,depart,
hour,,ridge,,denote,
hurt,,rupee,,Dallas,
into,,scarf,,coping,
iron,,scary,,convey,
John,,scene,,common,
just,,sense,,cities,
kept,,shall,,change,
kill,,shape,,centre,
kind,,share,,button,
king,,shawl,,bubble,
kiss,,shine,,bridge,
kith,,shirt,,bounce,
knew,,shone,,beyond,
know,,shout,,belong,
lady,,slope,,behalf,
laid,,slung,,barbed,
lake,,smote,,Bagchi,
lark,,snarl,,asleep,
last,,solid,,arrive,
late,,solve,,anyone,
left,,space,,animal,
less,,spend,,affect,
like,,spice,,accept,
line,,spoil,,accent,
link,,stage,,absent,
live,,stair,,weekend,
long,,stamp,,violent,
look,,steep,,usually,
loop,,stick,,trouble,
lose,,still,,teasing,
lost,,storm,,syllabi,
loud,,stuck,,sustain,
love,,study,,surface,
luck,,swept,,sunrise,
made,,table,,suggest,
make,,tense,,Subroto,
male,,thank,,studies,
many,,theft,,student,
Mark,,theme,,stories,
Mary,,thief,,sources,
mind,,tight,,solving,
miss,,timid,,smoking,
moan,,today,,skyline,
monk,,touch,,singled,
more,,tower,,sadness,
most,,train,,routine,
move,,trunk,,respond,
much,,until,,respect,
must,,utter,,require,
name,,Venba,,request,
near,,young,,regular,
need,,action,,rapidly,
next,,appear,,raining,
nice,,around,,ragging,
nine,,banged,,quality,
none,,bazaar,,puzzled,
noon,,become,,pronoun,
note,,beside,,process,
noun,,bigger,,problem,
only,,blotte,,poverty,
open,,boomed,,perched,
ouch,,bottle,,payment,
over,,branch,,patting,
page,,breeze,,patriot,
paid,,broken,,painful,
pain,,cannot,,opinion,
pair,,cellar,,objects,
pant,,charms,,neglect,
papa,,chubby,,natural,
part,,circle,,mocking,
pass,,circus,,Mexican,
peas,,clever,,meeting,
pick,,client,,matters,
pile,,coming,,manners,
pink,,create,,managed,
pipe,,crouch,,loyalty,
play,,cuckoo,,logical,
plea,,deodar,,keyword,
poem,,design,,journal,
pull,,dipped,,January,
pure,,double,,instead,
push,,Duncan,,include,
race,,during,,impress,
Rani,,duties,,Hickory,
read,,echoed,,heavily,
rest,,effect,,healthy,
rich,,enough,,healing,
ride,,entire,,harshly,
road,,expect,,growing,
roof,,fallen,,granted,
room,,famous,,garbage,
sack,,faster,,founder,
sage,,forest,,founded,
said,,fourth,,forever,
sale,,future,,foreign,
salt,,giggle,,failure,
sank,,haired,,faculty,
sash,,hardly,,explore,
scan,,headed,,explain,
seed,,health,,evening,
seek,,hidden,,enemies,
seem,,hiding,,empathy,
sent,,Holmes,,emotion,
ship,,hookah,,element,
shop,,hoping,,doesn't,
show,,horror,,diverse,
shut,,hummed,,display,
sick,,hungry,,disease,
side,,league,,discard,
silk,,leaves,,Dickory,
sing,,lesson,,develop,
Sita,,letter,,destroy,
skim,,linnet,,deserve,
slow,,lizard,,depends,
soil,,London,,courage,
Some,,longer,,connect,
Soon,,making,,conform,
sore,,marble,,comment,
soup,,market,,college,
span,,memory,,Clayton,
star,,method,,classic,
stay,,minute,,checked,
STEP,,mirror,,chasing,
stir,,nearly,,causing,
such,,nobody,,careful,
Take,,pellet,,capital,
Talk,,phrase,,bullies,
tall,,puddle,,bullied,
Tell,,purple,,bounded,
term,,rattle,,bigotry,
Text,,reason,,awesome,
than,,remain,,ashamed,
that,,repair,,antonym,
them,,repeat,,animate,
Then,,report,,address,
They,,riddle,,academy,
thin,,rumble,,abusing,
this,,saddle,,ability,
Tick,,salary,,,
tied,,sample,,,
time,,second,,,
tiny,,settle,,,
told,,shadow,,,
tone,,shaken,,,
took,,silent,,,
tool,,slight,,,
torn,,sprang,,,
tour,,spread,,,
town,,sprung,,,
tree,,square,,,
turn,,strand,,,
Type,,streak,,,
upon,,street,,,
very,,strike,,,
view,,strong,,,
wait,,struck,,,
wake,,summit,,,
walk,,Suresh,,,
want,,thrash,,,
wash,,thrush,,,
wave,,tunnel,,,
wear,,turret,,,
week,,valley,,,
well,,victim,,,
went,,Walter,,,
were,,warmth,,,
What,,Watson,,,
When,,waving,,,
whom,,Wilson,,,
wiki,,yellow,,,
will,,arrived,,,
wing,,attempt,,,
wish,,balance,,,
with,,beneath,,,
woke,,Bermuda,,,
word,,berries,,,
Work,,blossom,,,
worm,,bracket,,,
yawn,,briyani,,,
year,,champed,,,
your,,cheeked,,,
TRUE,,Chennai,,,
about,,chimney,,,
adapt,,cobbler,,,
after,,collect,,,
again,,consist,,,
ahead,,country,,,
Allah,,cricket,,,
alone,,distant,,,
aloud,,disturb,,,
among,,disused,,,
angel,,English,,,
apple,,extract,,,
awful,,fearful,,,
based,,foliage,,,
began,,garment,,,
begin,,getting,,,
below,,glisten,,,
blank,,goodbye,,,
block,,halfway,,,
brave,,handing,,,
bread,,happens,,,
break,,haunted,,,
bunch,,herself,,,
burnt,,hitting,,,
burst,,huddled,,,
camel,,hundred,,,
candy,,hurried,,,
can't,,Imagine,,,
carry,,instant,,,
chair,,Lakshmi,,,
check,,moonlit,,,
child,,mustard,,,
chunk,,mystery,,,
class,,nominal,,,
Click,,o'clock,,,
climb,,outline,,,
close,,outside,,,
could,,partner,,,
count,,pattern,,,
court,,pennant,,,
crash,,perhaps,,,
crawl,,phantom,,,
crazy,,planned,,,
cried,,plumage,,,
crowd,,possess,,,
curve,,prevent,,,
don't,,project,,,
dress,,promise,,,
drink,,protect,,,
dying,,pyramid,,,
eager,,realize,,,
early,,remnant,,,
eight,,replace,,,
elbow,,running,,,
elder,,screech,,,
email,,serious,,,
enjoy,,shelter,,,
enter,,silence,,,
essay,,sitting,,,
every,,sizzled,,,
fetch,,staring,,,
found,,startle,,,
fresh,,station,,,
front,,stirred,,,
fruit,,strange,,,
gaily,,stumble,,,
gaped,,stunted,,,
glass,,support,,,
Gopal,,suspect,,,
grain,,thunder,,,
grand,,Tibetan,,,
great,,tonight,,,
green,,tripped,,,
groan,,undergo,,,
group,,unusual,,,
guava,,upright,,,
halva,,villain,,,
Hamid,,Vincent,,,
happy,,weather,,,
heard,,wedding,,,
heart,,whether,,,
heels,,whisper,,,
hello,,without,,,
hobby,,written,,,
horse,,,,,
house,,,,,
https,,,,,
image,,,,,
inbox,,,,,
India,,,,,
inner,,,,,
joint,,,,,
juice,,,,,
khaki,,,,,
Kolar,,,,,
Kumar,,,,,
laugh,,,,,
learn,,,,,
leave,,,,,
lemon,,,,,
loose,,,,,
Malar,,,,,
mango,,,,,
match,,,,,
maybe,,,,,
means,,,,,
Meera,,,,,
money,,,,,
mount,,,,,
mouth,,,,,
music,,,,,
never,,,,,
night,,,,,
offer,,,,,
order,,,,,
other,,,,,
owner,,,,,
paint,,,,,
paisa,,,,,
paper,,,,,
paste,,,,,
phone,,,,,
picto,,,,,
piece,,,,,
place,,,,,
Polly,,,,,
press,,,,,
price,,,,,
prize,,,,,
proud,,,,,
quick,,,,,
quite,,,,,
Raman,,,,,
reach,,,,,
react,,,,,
ready,,,,,
refer,,,,,
reply,,,,,
right,,,,,
rough,,,,,
round,,,,,
Sammi,,,,,
scare,,,,,
scold,,,,,
Selvi,,,,,
shake,,,,,
sheet,,,,,
shoes,,,,,
shook,,,,,
shore,,,,,
short,,,,,
since,,,,,
sleep,,,,,
slept,,,,,
smack,,,,,
small,,,,,
smash,,,,,
snore,,,,,
snort,,,,,
sorry,,,,,
sound,,,,,
spent,,,,,
stall,,,,,
stare,,,,,
start,,,,,
stone,,,,,
stood,,,,,
store,,,,,
Story,,,,,
sugar,,,,,
sunny,,,,,
sweet,,,,,
swell,,,,,
taste,,,,,
teeth,,,,,
tense,,,,,
their,,,,,
there,,,,,
these,,,,,
thing,,,,,
Think,,,,,
third,,,,,
Those,,,,,
three,,,,,
throw,,,,,
tiger,,,,,
title,,,,,
tonga,,,,,
tongs,,,,,
tooth,,,,,
tough,,,,,
Twain,,,,,
under,,,,,
upper,,,,,
usage,,,,,
using,,,,,
value,,,,,
virus,,,,,
visit,,,,,
voice,,,,,
watch,,,,,
water,,,,,
Where,,,,,
Which,,,,,
while,,,,,
white,,,,,
whole,,,,,
woman,,,,,
women,,,,,
won't,,,,,
world,,,,,
worry,,,,,
worse,,,,,
worth,,,,,
would,,,,,
write,,,,,
you'd,,,,,
Zahir,,,,,
FALSE,,,,,
Aakash,,,,,
abroad,,,,,
access,,,,,
across,,,,,
admire,,,,,
afraid,,,,,
almost,,,,,
always,,,,,
Ameena,,,,,
Amirta,,,,,
Andhra,,,,,
answer,,,,,
attack,,,,,
auntie,,,,,
author,,,,,
bagful,,,,,
basket,,,,,
before,,,,,
behind,,,,,
better,,,,,
bought,,,,,
bright,,,,,
caught,,,,,
chance,,,,,
choice,,,,,
Choose,,,,,
coffee,,,,,
colour,,,,,
column,,,,,
corner,,,,,
course,,,,,
cousin,,,,,
credit,,,,,
cupful,,,,,
danger,,,,,
degree,,,,,
dental,,,,,
detect,,,,,
devour,,,,,
didn't,,,,,
dinner,,,,,
doctor,,,,,
effort,,,,,
eleven,,,,,
except,,,,,
excite,,,,,
family,,,,,
father,,,,,
feeble,,,,,
female,,,,,
follow,,,,,
friend,,,,,
gadget,,,,,
garden,,,,,
gather,,,,,
granny,,,,,
ground,,,,,
happen,,,,,
hasn't,,,,,
honest,,,,,
ignore,,,,,
indeed,,,,,
inform,,,,,
injure,,,,,
inside,,,,,
joyous,,,,,
jumble,,,,,
Kandan,,,,,
lawyer,,,,,
Laxman,,,,,
Lillie,,,,,
listen,,,,,
little,,,,,
lonely,,,,,
matter,,,,,
member,,,,,
Millie,,,,,
modern,,,,,
Mohsin,,,,,
moment,,,,,
Monday,,,,,
mother,,,,,
moving,,,,,
Munshi,,,,,
Noorey,,,,,
notice,,,,,
online,,,,,
option,,,,,
oyster,,,,,
panick,,,,,
parent,,,,,
parrot,,,,,
pencil,,,,,
people,,,,,
please,,,,,
plenty,,,,,
pliers,,,,,
plural,,,,,
pocket,,,,,
pongal,,,,,
poorly,,,,,
prayer,,,,,
prison,,,,,
Raghul,,,,,
really,,,,,
record,,,,,
relate,,,,,
relish,,,,,
result,,,,,
return,,,,,
rubber,,,,,
Sawyer,,,,,
school,,,,,
scream,,,,,
search,,,,,
senior,,,,,
sesame,,,,,
should,,,,,
silver,,,,,
single,,,,,
sister,,,,,
snatch,,,,,
spirit,,,,,
squirm,,,,,
stanza,,,,,
stream,,,,,
stupid,,,,,
suburb,,,,,
Sudden,,,,,
suffer,,,,,
Sunday,,,,,
taking,,,,,
tatter,,,,,
Thanks,,,,,
thirty,,,,,
thread,,,,,
thrill,,,,,
turban,,,,,
twelve,,,,,
Twenty,,,,,
vanish,,,,,
vendor,,,,,
wholly,,,,,
window,,,,,
winner,,,,,
wonder,,,,,
wooden,,,,,
you'll,,,,,
You're,,,,,
you've,,,,,
against,,,,,
already,,,,,
another,,,,,
anxious,,,,,
anybody,,,,,
archive,,,,,
Arrange,,,,,
bathing,,,,,
because,,,,,
bedpost,,,,,
bedside,,,,,
believe,,,,,
between,,,,,
bicycle,,,,,
biscuit,,,,,
brother,,,,,
brought,,,,,
browser,,,,,
carried,,,,,
carrier,,,,,
catcher,,,,,
certain,,,,,
channel,,,,,
cholera,,,,,
clothes,,,,,
compare,,,,,
concern,,,,,
consume,,,,,
Control,,,,,
correct,,,,,
dentist,,,,,
descend,,,,,
discuss,,,,,
dolphin,,,,,
dropped,,,,,
e-links,,,,,
embrace,,,,,
examine,,,,,
example,,,,,
excited,,,,,
express,,,,,
extreme,,,,,
fancied,,,,,
festive,,,,,
fifteen,,,,,
finally,,,,,
foolish,,,,,
forgive,,,,,
further,,,,,
genuine,,,,,
grammar,,,,,
grandma,,,,,
handful,,,,,
haven't,,,,,
himself,,,,,
holiday,,,,,
however,,,,,
in-laws,,,,,
journey,,,,,
kitchen,,,,,
leaving,,,,,
leeches,,,,,
lookout,,,,,
luggage,,,,,
Madurai,,,,,
Mahmood,,,,,
mangoes,,,,,
massive,,,,,
meaning,,,,,
mention,,,,,
message,,,,,
morning,,,,,
musical,,,,,
noisily,,,,,
nothing,,,,,
observe,,,,,
passage,,,,,
patient,,,,,
perfect,,,,,
perfume,,,,,
picture,,,,,
Pradesh,,,,,
Preethi,,,,,
prepare,,,,,
present,,,,,
pretend,,,,,
putting,,,,,
reality,,,,,
recount,,,,,
recycle,,,,,
relieve,,,,,
replied,,,,,
reserve,,,,,
rhyming,,,,,
Rubbish,,,,,
section,,,,,
seventy,,,,,
sibling,,,,,
similar,,,,,
soldier,,,,,
Someone,,,,,
speaker,,,,,
stardom,,,,,
stomach,,,,,
stopped,,,,,
stretch,,,,,
success,,,,,
Swallow,,,,,
symptom,,,,,
teacher,,,,,
thieves,,,,,
thought,,,,,
through,,,,,
towards,,,,,
tremble,,,,,
unhappy,,,,,
village,,,,,
Website,,,,,
welcome,,,,,
worried,,,,,
writing,,,,,
YouTube,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
